id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
37,15703437.0,Chiemenam,521.0,Germany,Female,27.0,6.0,167903.32,2.0,1.0,1.0,76637.38,0.0
38,15700255.0,Chiu,651.0,France,Female,32.0,8.0,0.0,1.0,1.0,0.0,180712.52,0.0
39,15592387.0,Onyemauchechukwu,695.0,Spain,Female,39.0,5.0,0.0,2.0,1.0,1.0,177627.57,0.0
40,15689955.0,H?,632.0,France,Male,40.0,6.0,0.0,3.0,1.0,1.0,128954.05,1.0
41,15763063.0,Tuan,729.0,Germany,Male,26.0,5.0,126816.18,1.0,0.0,1.0,174098.28,0.0
42,15706394.0,Chukwudi,632.0,Spain,Female,45.0,9.0,0.0,2.0,0.0,1.0,73562.05,0.0
43,15756926.0,Chigozie,687.0,Spain,Female,31.0,4.0,0.0,2.0,1.0,1.0,26772.04,0.0
44,15801256.0,T'ien,578.0,France,Male,29.0,5.0,0.0,2.0,0.0,0.0,143598.7,0.0
45,15659820.0,Chu,645.0,Germany,Male,33.0,9.0,176958.46,2.0,1.0,0.0,135068.99,0.0
46,15802758.0,Ch'in,550.0,Germany,Female,33.0,10.0,106234.02,1.0,1.0,0.0,62454.01,1.0
47,15641575.0,Hsueh,714.0,France,Male,32.0,8.0,102290.56,1.0,1.0,1.0,167984.72,0.0
48,15662571.0,Tuan,676.0,Germany,Female,33.0,5.0,98775.23,1.0,0.0,1.0,173498.45,0.0
49,15811327.0,Smith,679.0,Germany,Male,43.0,6.0,118830.06,1.0,1.0,0.0,162960.05,1.0
50,15673529.0,Ch'en,541.0,Spain,Female,57.0,5.0,0.0,2.0,1.0,1.0,46735.19,0.0
51,15678057.0,Cattaneo,646.0,Spain,Male,29.0,9.0,0.0,2.0,1.0,0.0,133091.32,0.0
52,15697480.0,Chikelu,521.0,Germany,Female,45.0,5.0,153861.1,2.0,1.0,1.0,132973.17,0.0
53,15766552.0,Kambinachi,705.0,Spain,Male,33.0,5.0,103417.73,1.0,1.0,1.0,122221.73,0.0
54,15674928.0,De Luca,735.0,Spain,Female,34.0,4.0,0.0,1.0,1.0,0.0,92826.53,0.0
55,15777616.0,Ch'eng,679.0,Germany,Male,39.0,2.0,125831.36,2.0,1.0,1.0,193209.11,0.0
56,15696054.0,Smith,492.0,Germany,Female,56.0,3.0,110929.96,1.0,1.0,1.0,180934.67,1.0
57,15716085.0,Chukwukadibia,677.0,Spain,Female,72.0,2.0,0.0,1.0,1.0,1.0,158736.07,0.0
58,15649060.0,T'ien,635.0,Germany,Male,38.0,5.0,133434.57,2.0,1.0,1.0,129563.86,0.0
59,15778049.0,Ts'ui,594.0,France,Female,27.0,2.0,0.0,2.0,1.0,1.0,157891.86,0.0
60,15632438.0,Pagnotto,684.0,Spain,Male,47.0,4.0,0.0,2.0,1.0,0.0,138882.98,1.0
61,15683544.0,Nwankwo,606.0,Spain,Male,43.0,3.0,0.0,2.0,1.0,1.0,49684.09,0.0
62,15601558.0,Chiu,551.0,Germany,Male,31.0,2.0,137811.75,2.0,0.0,0.0,91406.62,0.0
63,15799790.0,Tseng,742.0,Germany,Male,43.0,2.0,177799.83,1.0,1.0,0.0,158036.72,1.0
64,15762392.0,Frolova,748.0,France,Male,36.0,4.0,0.0,2.0,1.0,1.0,88842.8,0.0
65,15749328.0,Onwudiwe,683.0,Germany,Male,35.0,1.0,81844.81,2.0,0.0,1.0,44506.09,0.0
66,15738042.0,Eluemuno,738.0,France,Male,34.0,1.0,166082.18,1.0,1.0,0.0,145792.01,0.0
67,15722599.0,Ch'iu,586.0,France,Male,37.0,8.0,0.0,2.0,0.0,0.0,174027.3,0.0
68,15571221.0,Achebe,614.0,Germany,Female,37.0,9.0,132412.38,1.0,0.0,1.0,102233.73,0.0
69,15693381.0,T'ien,598.0,France,Female,32.0,7.0,0.0,2.0,1.0,1.0,152992.04,0.0
70,15782591.0,T'ao,850.0,France,Female,20.0,5.0,0.0,2.0,1.0,1.0,169952.82,0.0
71,15772528.0,Onio,815.0,Germany,Male,36.0,8.0,128928.87,1.0,0.0,1.0,86767.48,1.0
72,15595426.0,Chizoba,738.0,Germany,Male,32.0,5.0,82909.14,1.0,1.0,1.0,77951.84,0.0
73,15643630.0,Mironova,548.0,France,Female,33.0,5.0,0.0,2.0,1.0,0.0,73881.68,0.0
74,15632665.0,Nkemdirim,628.0,Spain,Male,33.0,8.0,0.0,2.0,1.0,1.0,137898.58,0.0
75,15779496.0,Trevisani,743.0,Germany,Female,40.0,7.0,122917.71,1.0,0.0,1.0,138881.01,1.0
76,15682600.0,Scott,634.0,France,Female,34.0,8.0,0.0,2.0,1.0,0.0,118429.02,0.0
77,15604891.0,Yeh,619.0,France,Male,34.0,2.0,0.0,2.0,1.0,1.0,141152.28,0.0
78,15677371.0,Ch'in,656.0,Spain,Female,48.0,1.0,0.0,2.0,1.0,1.0,142538.31,0.0
79,15779103.0,Okwudiliolisa,762.0,Germany,Male,35.0,4.0,120822.86,2.0,1.0,0.0,4441.54,0.0
80,15587066.0,Chin,753.0,Spain,Male,45.0,6.0,91536.93,1.0,0.0,0.0,48988.28,0.0
81,15571917.0,Cremonesi,686.0,France,Female,43.0,2.0,0.0,2.0,0.0,1.0,151167.94,0.0
82,15691906.0,T'ien,742.0,France,Male,33.0,8.0,0.0,1.0,1.0,1.0,115062.02,0.0
83,15747757.0,Ch'ien,599.0,Spain,Male,31.0,5.0,0.0,2.0,1.0,0.0,166677.35,0.0
84,15633608.0,Onio,704.0,France,Male,33.0,3.0,0.0,2.0,1.0,1.0,141756.32,0.0
85,15771535.0,Ch'en,731.0,France,Male,44.0,3.0,83061.26,2.0,1.0,0.0,135841.35,0.0
86,15616280.0,Yobachi,598.0,Spain,Female,48.0,1.0,0.0,1.0,1.0,0.0,105986.01,1.0
87,15765694.0,Ikedinachukwu,739.0,France,Female,31.0,5.0,0.0,2.0,1.0,0.0,181598.25,0.0
88,15596914.0,Chukwujamuike,696.0,France,Female,34.0,9.0,0.0,2.0,1.0,1.0,61581.2,0.0
89,15704053.0,Mazzanti,716.0,Germany,Male,52.0,9.0,101084.36,1.0,1.0,0.0,161845.81,1.0
90,15789924.0,Zito,738.0,France,Male,33.0,7.0,0.0,2.0,1.0,0.0,146517.31,0.0
91,15744368.0,Uchenna,657.0,Germany,Male,41.0,1.0,96473.33,1.0,0.0,1.0,71593.02,0.0
92,15684512.0,Nnaife,738.0,France,Male,35.0,2.0,121355.99,1.0,0.0,1.0,129964.94,0.0
93,15775709.0,Chukwubuikem,577.0,Spain,Female,35.0,3.0,0.0,1.0,1.0,0.0,178827.3,1.0
94,15772892.0,McGregor,738.0,France,Female,52.0,9.0,0.0,1.0,1.0,0.0,50267.69,1.0
95,15654891.0,Yermolayeva,706.0,France,Female,49.0,5.0,0.0,1.0,1.0,0.0,131886.46,1.0
96,15714586.0,Sun,592.0,Spain,Male,35.0,5.0,0.0,2.0,1.0,0.0,152956.33,0.0
97,15795540.0,Tsai,699.0,France,Male,31.0,4.0,0.0,2.0,0.0,1.0,167033.83,0.0
98,15582951.0,Calabresi,623.0,France,Male,27.0,7.0,125906.65,1.0,0.0,1.0,181610.6,0.0
99,15665064.0,Lo Duca,554.0,Germany,Female,49.0,3.0,122552.34,1.0,1.0,0.0,49775.58,1.0
100,15699598.0,Ch'ien,721.0,Spain,Male,34.0,0.0,0.0,1.0,0.0,1.0,93835.64,0.0
101,15686936.0,Hsueh,705.0,France,Female,40.0,3.0,0.0,2.0,1.0,0.0,88827.67,0.0
102,15605742.0,Chiemenam,582.0,France,Male,39.0,2.0,90212.0,1.0,0.0,1.0,92811.2,0.0
103,15782530.0,Bergamaschi,584.0,Germany,Female,30.0,6.0,133801.49,2.0,1.0,1.0,143022.42,0.0
104,15743545.0,Nwora,803.0,Spain,Male,34.0,9.0,0.0,2.0,1.0,0.0,55796.04,0.0
105,15742824.0,Ibezimako,706.0,France,Female,35.0,5.0,0.0,2.0,1.0,0.0,164886.64,0.0
106,15673020.0,Iweobiegbulam,707.0,Spain,Female,40.0,10.0,107727.93,2.0,0.0,0.0,159891.02,0.0
107,15668323.0,Smith,676.0,Germany,Male,28.0,6.0,102962.62,2.0,1.0,0.0,123954.15,0.0
108,15731740.0,Blesing,649.0,France,Male,41.0,4.0,0.0,2.0,1.0,1.0,153983.99,0.0
109,15681671.0,Dyer,659.0,Spain,Male,35.0,4.0,0.0,2.0,1.0,1.0,168544.85,0.0
110,15656901.0,Ting,627.0,Spain,Female,35.0,2.0,0.0,2.0,1.0,0.0,73977.23,0.0
111,15721937.0,Tien,754.0,Spain,Female,40.0,9.0,0.0,2.0,0.0,1.0,67769.2,0.0
112,15658768.0,Scott,712.0,France,Female,35.0,6.0,123378.2,1.0,1.0,1.0,181850.74,0.0
113,15578835.0,Ts'ai,738.0,Spain,Female,33.0,8.0,0.0,2.0,1.0,0.0,182705.05,0.0
114,15736124.0,Genovese,850.0,France,Male,44.0,4.0,0.0,2.0,1.0,0.0,72462.25,0.0
115,15766183.0,Lucciano,516.0,France,Male,47.0,3.0,0.0,1.0,1.0,0.0,139946.68,1.0
116,15702561.0,Lucciano,754.0,Spain,Male,36.0,0.0,0.0,2.0,1.0,0.0,167723.25,0.0
117,15750049.0,Chiang,752.0,Germany,Male,31.0,4.0,95128.86,2.0,1.0,1.0,52795.56,0.0
118,15596060.0,Nwabugwu,599.0,France,Male,60.0,5.0,0.0,1.0,0.0,1.0,133020.9,1.0
119,15762268.0,Pagnotto,738.0,France,Male,41.0,1.0,0.0,2.0,0.0,0.0,138825.07,0.0
120,15694237.0,Brown,684.0,France,Female,37.0,8.0,0.0,2.0,1.0,0.0,91423.69,0.0
121,15671769.0,Lucchese,850.0,Germany,Male,61.0,4.0,123544.0,1.0,1.0,0.0,182728.8,1.0
122,15567422.0,Ch'iu,675.0,France,Female,45.0,3.0,0.0,2.0,0.0,0.0,127543.83,0.0
123,15791842.0,Onyemachukwu,707.0,France,Female,27.0,10.0,0.0,2.0,1.0,1.0,141364.62,0.0
124,15728352.0,Milne,741.0,Germany,Male,42.0,5.0,161651.37,1.0,1.0,1.0,70763.69,0.0
125,15761763.0,Ritchie,731.0,France,Male,33.0,5.0,0.0,2.0,0.0,0.0,114093.73,0.0
126,15656937.0,Ch'en,636.0,France,Male,33.0,2.0,0.0,2.0,1.0,0.0,126517.97,0.0
127,15751533.0,Buchi,559.0,Spain,Female,29.0,7.0,0.0,2.0,1.0,1.0,89248.99,0.0
128,15704954.0,Obidimkpa,694.0,France,Female,38.0,1.0,96956.1,1.0,0.0,1.0,150242.44,0.0
129,15671987.0,Eluemuno,694.0,Germany,Female,56.0,8.0,131411.26,1.0,0.0,0.0,98820.09,1.0
130,15709142.0,Nwankwo,516.0,Spain,Female,34.0,6.0,0.0,2.0,1.0,1.0,74415.2,0.0
131,15622993.0,Ts'ui,573.0,Spain,Female,33.0,9.0,0.0,2.0,0.0,0.0,151310.16,0.0
132,15759066.0,Ts'ai,620.0,France,Female,29.0,8.0,99836.47,1.0,0.0,1.0,157921.25,0.0
133,15796958.0,Tien,684.0,Germany,Male,28.0,8.0,106089.4,2.0,1.0,1.0,96734.15,0.0
134,15659949.0,Manna,634.0,France,Male,37.0,4.0,121498.58,1.0,1.0,1.0,26796.73,0.0
135,15743873.0,Hargreaves,673.0,France,Male,31.0,6.0,0.0,2.0,1.0,1.0,131768.98,0.0
136,15637315.0,Yobachukwu,468.0,Germany,Male,51.0,4.0,118894.22,2.0,1.0,0.0,93715.86,1.0
137,15693893.0,Oluchukwu,684.0,France,Female,33.0,10.0,0.0,2.0,1.0,0.0,133537.53,0.0
138,15648075.0,Ponomaryov,743.0,France,Female,37.0,6.0,0.0,2.0,0.0,0.0,171681.86,0.0
139,15593773.0,Hs?,554.0,France,Female,34.0,1.0,0.0,1.0,1.0,0.0,178028.96,0.0
140,15652981.0,Lucchesi,659.0,France,Female,38.0,5.0,0.0,2.0,0.0,1.0,133570.28,0.0
141,15684769.0,Chukwuemeka,583.0,France,Female,36.0,4.0,0.0,2.0,1.0,1.0,5408.74,0.0
142,15776545.0,Chineze,641.0,France,Male,41.0,7.0,0.0,2.0,1.0,1.0,48988.28,0.0
143,15697035.0,Ngozichukwuka,656.0,France,Male,43.0,9.0,0.0,2.0,1.0,1.0,176883.42,0.0
144,15659475.0,Lu,611.0,France,Female,31.0,5.0,0.0,2.0,1.0,1.0,1539.21,0.0
145,15807993.0,Ch'iu,593.0,Germany,Male,26.0,3.0,161203.76,1.0,1.0,1.0,51117.06,0.0
146,15731519.0,Chukwujekwu,737.0,France,Male,42.0,4.0,0.0,2.0,1.0,1.0,65769.3,0.0
147,15790717.0,Pisani,631.0,Germany,Female,57.0,4.0,131354.43,1.0,1.0,1.0,132436.71,1.0
148,15806486.0,White,714.0,France,Female,49.0,2.0,0.0,2.0,1.0,1.0,120834.58,0.0
149,15691840.0,Hsing,584.0,Germany,Female,35.0,3.0,124577.33,1.0,1.0,0.0,146511.6,0.0
150,15604732.0,Ting,705.0,Germany,Female,49.0,8.0,92786.66,1.0,0.0,1.0,83611.45,1.0
151,15672970.0,Pagnotto,681.0,France,Male,41.0,6.0,0.0,2.0,1.0,1.0,160548.12,0.0
152,15651737.0,Chizoba,653.0,Spain,Female,27.0,4.0,0.0,2.0,0.0,1.0,137519.92,0.0
153,15697034.0,Chimezie,561.0,Germany,Male,39.0,9.0,142862.21,1.0,1.0,0.0,134875.31,0.0
154,15715078.0,Hsiung,554.0,Germany,Male,35.0,9.0,98205.77,2.0,0.0,0.0,133007.34,0.0
155,15691910.0,Lucchese,716.0,France,Female,44.0,4.0,0.0,1.0,1.0,0.0,109626.08,1.0
156,15690546.0,Hsueh,661.0,Spain,Female,36.0,9.0,0.0,1.0,1.0,1.0,176692.65,0.0
157,15790067.0,Kao,706.0,France,Male,36.0,7.0,0.0,2.0,1.0,0.0,158043.11,0.0
158,15671390.0,Manna,794.0,Spain,Female,55.0,6.0,0.0,1.0,1.0,0.0,93883.53,1.0
159,15794413.0,Chin,709.0,France,Female,50.0,0.0,0.0,1.0,0.0,0.0,82662.73,1.0
160,15617320.0,Hsieh,644.0,Germany,Female,55.0,5.0,111565.91,3.0,0.0,0.0,133600.89,1.0
161,15696764.0,Lucciano,675.0,Germany,Female,41.0,5.0,89118.26,2.0,0.0,0.0,106036.19,0.0
162,15693637.0,Shubin,590.0,France,Female,46.0,6.0,0.0,1.0,1.0,0.0,140189.72,0.0
163,15778861.0,Yefremova,544.0,France,Male,31.0,9.0,0.0,2.0,0.0,0.0,116547.56,0.0
164,15800961.0,Tsao,715.0,Germany,Male,36.0,4.0,117726.55,1.0,1.0,1.0,26342.33,0.0
165,15697510.0,Walker,769.0,France,Female,29.0,6.0,0.0,2.0,1.0,1.0,88890.05,0.0
166,15758856.0,Nnaife,648.0,France,Male,34.0,2.0,0.0,2.0,0.0,0.0,186948.35,0.0
167,15690733.0,Hsing,665.0,Spain,Female,33.0,1.0,123835.52,1.0,1.0,1.0,147055.87,0.0
168,15610594.0,Chinweuba,559.0,Germany,Male,42.0,3.0,104983.29,1.0,0.0,1.0,9087.81,1.0
169,15586425.0,Ch'iu,584.0,Spain,Female,44.0,2.0,0.0,2.0,0.0,0.0,10666.05,0.0
170,15592736.0,Nnachetam,587.0,Spain,Female,32.0,1.0,109958.02,1.0,0.0,1.0,140126.17,0.0
171,15573086.0,Ch'eng,635.0,France,Female,23.0,4.0,0.0,1.0,1.0,1.0,88550.61,0.0
172,15571059.0,Tien,707.0,France,Male,32.0,4.0,80764.03,1.0,1.0,1.0,132973.21,0.0
173,15788448.0,Nwachukwu,718.0,France,Male,40.0,1.0,0.0,2.0,1.0,1.0,171706.66,0.0
174,15770121.0,Pirozzi,691.0,France,Female,46.0,4.0,0.0,2.0,1.0,1.0,57844.69,0.0
175,15677148.0,Chukwuemeka,687.0,France,Male,36.0,8.0,0.0,2.0,1.0,0.0,149892.79,0.0
176,15576935.0,Trevisani,667.0,France,Female,40.0,10.0,0.0,2.0,0.0,1.0,174815.54,1.0
177,15632446.0,K'ung,634.0,Germany,Female,38.0,4.0,142296.13,1.0,1.0,1.0,189175.71,0.0
178,15773934.0,P'eng,535.0,France,Female,25.0,1.0,0.0,2.0,1.0,0.0,131644.41,0.0
179,15763063.0,Oguejiofor,677.0,France,Female,35.0,8.0,0.0,2.0,1.0,1.0,120880.72,0.0
180,15585888.0,L?,651.0,Germany,Male,39.0,5.0,99169.67,2.0,1.0,1.0,24499.97,0.0
181,15673529.0,Maclean,642.0,France,Male,46.0,6.0,0.0,1.0,1.0,0.0,163562.87,1.0
182,15738487.0,Ritchie,637.0,France,Female,35.0,8.0,0.0,1.0,0.0,0.0,6761.84,0.0
183,15649744.0,Maclean,663.0,France,Female,47.0,5.0,0.0,3.0,1.0,0.0,143668.58,1.0
184,15636428.0,Hao,539.0,Germany,Male,31.0,6.0,118560.0,1.0,1.0,1.0,123622.0,0.0
185,15807909.0,Chukwudi,749.0,France,Male,34.0,4.0,0.0,2.0,0.0,1.0,171045.35,0.0
186,15752953.0,Chukwualuka,724.0,Spain,Female,40.0,6.0,0.0,2.0,1.0,1.0,124596.63,0.0
187,15642725.0,Chiemenam,686.0,France,Male,67.0,1.0,0.0,2.0,1.0,1.0,89893.6,0.0
188,15699507.0,Hsia,678.0,France,Male,35.0,9.0,0.0,2.0,1.0,0.0,103349.74,0.0
189,15644833.0,Chukwudi,686.0,Germany,Female,41.0,7.0,183768.47,1.0,0.0,0.0,63795.8,1.0
190,15582762.0,Hao,535.0,Germany,Female,39.0,4.0,139480.18,1.0,1.0,1.0,171575.55,1.0
191,15797822.0,Ch'en,828.0,France,Female,43.0,6.0,102088.67,1.0,1.0,1.0,155846.69,0.0
192,15629244.0,Ts'ao,656.0,France,Male,35.0,2.0,0.0,2.0,1.0,0.0,176843.53,0.0
193,15658532.0,Tien,714.0,France,Male,34.0,2.0,142263.45,1.0,1.0,0.0,183872.88,0.0
194,15662291.0,Udegbulam,587.0,France,Female,36.0,1.0,108862.76,1.0,1.0,1.0,145789.71,0.0
195,15581388.0,Uspenskaya,577.0,France,Female,28.0,6.0,0.0,2.0,1.0,1.0,80638.27,0.0
196,15578045.0,Ugochukwu,751.0,France,Female,24.0,3.0,0.0,2.0,1.0,1.0,90905.94,0.0
197,15789936.0,Yobachukwu,646.0,France,Male,34.0,1.0,0.0,2.0,1.0,1.0,48988.28,0.0
198,15768293.0,Aksenov,699.0,Spain,Female,34.0,1.0,0.0,2.0,1.0,1.0,16081.62,0.0
199,15679550.0,Kornilova,594.0,France,Male,60.0,3.0,0.0,2.0,0.0,1.0,125010.24,0.0
200,15627195.0,L?,551.0,Spain,Male,31.0,1.0,0.0,2.0,1.0,1.0,152856.85,0.0
201,15797919.0,Chibugo,695.0,France,Male,60.0,8.0,0.0,3.0,1.0,0.0,175043.69,1.0
202,15745196.0,Hayslett,607.0,France,Male,44.0,7.0,141359.37,1.0,1.0,1.0,88729.22,0.0
203,15742668.0,Chidubem,590.0,France,Male,34.0,9.0,0.0,1.0,1.0,1.0,83343.73,0.0
204,15680399.0,Hsiung,775.0,France,Female,52.0,8.0,0.0,1.0,1.0,0.0,168080.53,1.0
205,15775124.0,Lu,629.0,France,Female,44.0,7.0,139432.37,1.0,0.0,1.0,183572.39,0.0
206,15667588.0,P'eng,696.0,France,Female,38.0,5.0,0.0,1.0,1.0,1.0,125870.5,0.0
207,15588517.0,Chikezie,753.0,France,Male,31.0,8.0,0.0,2.0,0.0,1.0,92916.53,0.0
208,15593954.0,Chukwuemeka,663.0,Spain,Female,44.0,9.0,0.0,3.0,1.0,0.0,170518.83,1.0
209,15756926.0,Chukwumaobim,639.0,Germany,Female,31.0,1.0,133811.75,1.0,1.0,0.0,93959.96,0.0
210,15628583.0,Iweobiegbunam,635.0,Germany,Female,42.0,2.0,130023.38,2.0,1.0,1.0,173899.42,1.0
211,15588948.0,Chidumaga,648.0,Germany,Male,48.0,5.0,127475.23,1.0,1.0,1.0,134878.19,0.0
212,15583049.0,Walker,644.0,France,Female,29.0,5.0,0.0,2.0,0.0,0.0,133897.32,0.0
213,15744044.0,T'ien,641.0,Spain,Male,29.0,9.0,0.0,2.0,1.0,0.0,180622.02,0.0
214,15687540.0,White,684.0,France,Male,45.0,7.0,0.0,2.0,0.0,1.0,55829.25,0.0
215,15603883.0,White,685.0,Spain,Male,41.0,9.0,0.0,2.0,1.0,0.0,103713.93,0.0
216,15618893.0,Chukwuemeka,714.0,Spain,Male,44.0,1.0,0.0,1.0,1.0,0.0,181258.76,1.0
217,15683625.0,Chieloka,730.0,Spain,Male,35.0,6.0,108197.11,1.0,1.0,1.0,19700.24,0.0
218,15802570.0,Walker,644.0,Spain,Male,37.0,10.0,0.0,2.0,1.0,0.0,180344.69,0.0
219,15718057.0,Frolov,850.0,Spain,Male,30.0,7.0,0.0,2.0,1.0,1.0,54474.48,0.0
220,15760104.0,Shih,718.0,France,Female,35.0,8.0,0.0,2.0,0.0,0.0,180598.86,0.0
221,15705890.0,Ch'iu,637.0,France,Female,31.0,9.0,0.0,1.0,1.0,0.0,126469.09,0.0
222,15797160.0,Onyemauchechukwu,595.0,Spain,Male,32.0,7.0,0.0,2.0,1.0,0.0,84920.49,0.0
223,15672330.0,Fitts,553.0,France,Female,34.0,7.0,123723.92,1.0,1.0,0.0,91094.46,0.0
224,15696852.0,Shao,697.0,Germany,Female,31.0,2.0,116471.43,1.0,1.0,1.0,102908.63,1.0
225,15769110.0,McKay,635.0,Germany,Female,33.0,0.0,95141.85,2.0,1.0,1.0,155711.64,0.0
226,15632185.0,Avent,651.0,France,Male,27.0,8.0,0.0,2.0,1.0,1.0,103603.65,0.0
227,15787693.0,Nwankwo,516.0,France,Female,26.0,7.0,141782.57,1.0,1.0,1.0,111285.85,0.0
228,15795953.0,Nnamutaezinwa,642.0,France,Female,54.0,2.0,116471.43,1.0,1.0,0.0,74890.58,1.0
229,15673367.0,Oluchukwu,724.0,France,Male,43.0,9.0,83415.04,1.0,1.0,1.0,138700.94,0.0
230,15757577.0,Ojiofor,697.0,France,Male,28.0,5.0,0.0,2.0,1.0,0.0,162858.29,0.0
231,15777743.0,Tung,684.0,France,Female,48.0,8.0,0.0,1.0,1.0,0.0,163989.66,1.0
232,15741865.0,Chukwuebuka,645.0,France,Female,39.0,5.0,0.0,2.0,1.0,0.0,88604.89,0.0
233,15636353.0,Hsiung,682.0,France,Male,24.0,7.0,0.0,2.0,1.0,0.0,158853.98,1.0
234,15749679.0,T'ien,705.0,Germany,Male,22.0,5.0,132057.92,1.0,1.0,0.0,77837.63,0.0
235,15778975.0,Lai,829.0,Spain,Male,32.0,2.0,0.0,1.0,1.0,0.0,116429.51,0.0
236,15680234.0,Nwagugheuzo,521.0,France,Female,36.0,8.0,0.0,2.0,1.0,1.0,131097.9,0.0
237,15691446.0,Lucciano,577.0,Spain,Male,39.0,7.0,0.0,2.0,1.0,1.0,115136.51,0.0
238,15753079.0,Uwakwe,609.0,France,Male,46.0,2.0,0.0,2.0,1.0,0.0,48502.88,0.0
239,15772383.0,Tuan,619.0,France,Female,35.0,9.0,0.0,1.0,1.0,1.0,147558.26,0.0
240,15673929.0,Onyekaozulu,679.0,Germany,Male,45.0,3.0,108258.22,1.0,1.0,0.0,61636.22,0.0
